user_id,signup_date,device_type,os,browser,app_version,device_id,city,state,locale,zip
28,2024-03-02 19:30:12,tablet,Android 13,Safari,1.3.0,782047b4-72a2-45b9-8f41-35d2d1d7f759,Charlotte,NC,en-US,28209
29,2024-05-13 19:30:12,mobile,Android 14,Chrome Mobile,3.1.2,692c989f-8a78-4a8b-8692-b1305b36667b,Charlotte,NC,en-US,28201
30,2025-11-11 19:30:12,desktop,Windows 10,Firefox,1.1.0,c70b8409-75cf-4797-b968-d742ebbcc036,Chicago,IL,en-US,60643
31,2025-11-11 19:30:12,desktop,Windows 11,Edge,2.3.5,63b4d067-8097-4c74-a99f-a4b8dd03aa0d,Columbus,OH,en-US,43277
32,2025-07-09 19:30:12,desktop,Ubuntu 22.04,Opera,2.3.5,e34ec1b1-6666-4f7b-8997-94660e32bbca,San Francisco,CA,en-US,94161
33,2023-12-24 19:30:12,mobile,iOS 16,Safari Mobile,2.2.0,be59517e-19f5-4356-8118-211d048a7aaa,Washington,DC,en-US,20055
34,2023-12-16 19:30:12,tablet,iOS 16,Firefox,1.1.0,01b411ee-9c7f-4cd6-afac-24240ba7108b,Houston,TX,en-US,77052
35,2024-05-11 19:30:12,mobile,iOS 17,Chrome Mobile,1.3.0,ee6713c1-c28e-4915-94bd-744a95d1a3f2,Kansas City,MO,en-US,64158
36,2025-06-22 19:30:12,tablet,iPadOS 17,Chrome,2.3.5,0e1cad73-b626-4db5-91c3-ac1dfa52e81d,San Francisco,CA,en-US,94110
37,2023-10-11 19:30:12,desktop,Windows 10,Chrome,3.0.0,b6743ff1-3e15-423f-85d7-5040e738588f,New York,NY,en-US,10048
38,2024-12-07 19:30:12,mobile,Android 13,Samsung Internet,2.3.5,37f33603-28be-4856-a6b8-47220c879cd2,Columbus,OH,en-US,43206
39,2025-12-06 19:30:12,mobile,Android 13,Safari Mobile,2.2.0,12c1a62c-b7d5-4acd-98c6-dc1454cec7fa,Indianapolis,IN,en-US,46259
40,2024-08-29 19:30:12,tablet,Android 13,Safari,1.3.0,39e17f46-753a-4bb4-ab79-6d36a798f181,Denver,CO,en-US,80228
41,2025-12-07 19:30:12,desktop,Ubuntu 22.04,Chrome,2.1.1,a8b36909-3eab-4ed2-9939-d1bf50a7aebb,Houston,TX,en-US,77007
42,2023-08-03 19:30:12,desktop,Ubuntu 22.04,Firefox,1.0.0,735f6cc0-4cd1-44ef-b216-eab75ee5f93b,Fresno,CA,en-US,93711
43,2025-03-21 19:30:12,mobile,Android 14,Safari Mobile,1.3.0,a1fc3f88-9651-4e76-821b-6c2a38940f42,Louisville,KY,en-US,40216
44,2024-11-17 19:30:12,desktop,Ubuntu 22.04,Chrome,3.1.2,0d578d27-96c4-47f4-9386-381e6dfb2744,Philadelphia,PA,en-US,19127
45,2024-06-27 19:30:12,tablet,iPadOS 17,Firefox,2.1.1,741dc187-1b1a-4886-bb62-4ec66671d0d0,San Francisco,CA,en-US,94134
46,2024-01-16 19:30:12,mobile,Android 12,Samsung Internet,2.1.1,70102cf5-95d6-49cc-ac8c-77f3f682c735,Phoenix,AZ,en-US,85002
47,2023-09-10 19:30:12,desktop,Ubuntu 22.04,Chrome,1.1.0,9008fa87-d073-4aa1-8032-81fad263f804,Kansas City,MO,en-US,64128
48,2023-06-04 19:30:12,tablet,iPadOS 17,Chrome,1.1.0,01ce0fdb-93f6-4753-8bee-c7eefaa5d246,San Francisco,CA,en-US,94148
49,2024-08-30 19:30:12,mobile,Android 13,Firefox Mobile,3.1.2,f05014d0-d1fe-43b0-8107-38c4b6a6bfa4,Sacramento,CA,en-US,95802
50,2024-07-31 19:30:12,desktop,Windows 10,Firefox,2.0.0,77844ebe-18e5-4d1e-8388-a2bc9be57c08,San Diego,CA,en-US,92114
51,2025-05-22 19:30:12,tablet,Android 12,Firefox,1.3.0,e58c236c-d06d-43fc-9f2d-97ca00a35dfd,El Paso,TX,en-US,79927
52,2024-10-12 19:30:12,desktop,macOS 14,Edge,1.0.0,572158aa-de4f-4df7-aa89-c8b094483f64,Philadelphia,PA,en-US,19141
53,2023-11-20 19:30:12,tablet,iOS 16,Safari,2.1.1,ee5536c7-4da0-4242-b357-47e4d82f0faf,Dallas,TX,en-US,75364
54,2024-10-16 19:30:12,mobile,Android 13,Samsung Internet,3.0.0,ce6e346e-368f-4296-83f8-936a0e03c076,New York,NY,en-US,10058
55,2025-11-02 19:30:12,desktop,Windows 11,Opera,1.0.0,698e9792-d87e-4a81-b230-cbd239513320,Boston,MA,en-US,2250
56,2025-06-06 19:30:12,tablet,iPadOS 17,Safari,2.0.0,eaab4dc3-431a-4844-b2ca-a53aa4cb8e8a,Boston,MA,en-US,2111
57,2024-04-03 19:30:12,mobile,iOS 17,Safari Mobile,2.1.1,10b4dcaa-1d13-4643-847c-647f2b2ca4ff,Mesa,AZ,en-US,85253
58,2025-05-24 19:30:12,mobile,iOS 17,Chrome Mobile,2.2.0,233b32ed-a318-4798-8e36-7b8667395ae1,Los Angeles,CA,en-US,90023
59,2024-05-25 19:30:12,tablet,iPadOS 17,Chrome,1.2.3,a7c53a1c-a802-45c8-a4a0-707dfffa46ad,San Antonio,TX,en-US,78249
60,2026-01-16 19:30:12,tablet,iPadOS 17,Safari,2.3.5,749d22af-46e1-4b6c-88f2-2572fefe1bfa,Washington,DC,en-US,20040
61,2024-12-25 19:30:12,mobile,iOS 16,Chrome Mobile,2.2.0,b0d5d8dc-f8ca-4c10-b5f1-1277e78f1ba3,El Paso,TX,en-US,79936
62,2025-11-14 19:30:12,tablet,Android 12,Firefox,3.0.0,5dae197b-8f0b-4457-a657-17b8e4a72d3b,Louisville,KY,en-US,40287
63,2024-05-27 19:30:12,mobile,iOS 16,Firefox Mobile,1.2.3,b9dccc97-a6a7-4e37-b2ff-769aa0a08813,Raleigh,NC,en-US,27634
64,2026-01-17 19:30:12,mobile,Android 14,Samsung Internet,2.1.1,9f10def7-e16a-42cd-8f73-e14dfef43991,Oklahoma City,OK,en-US,73156
65,2023-05-24 19:30:12,mobile,Android 13,Chrome Mobile,2.0.0,8819eda3-650a-4834-9b63-692982efdf42,Chicago,IL,en-US,60691
66,2023-10-25 19:30:12,mobile,Android 14,Chrome Mobile,2.1.1,a952b7ea-c0f0-4ec2-b826-e77c38175c16,Las Vegas,NV,en-US,89109
67,2024-05-29 19:30:12,desktop,macOS 13,Chrome,2.0.0,b840da4c-1076-4c58-99ff-d6f63f4ed8fc,Fresno,CA,en-US,93740
68,2023-12-21 19:30:12,tablet,Android 13,Firefox,2.0.0,09f98f19-cf03-4bce-bda7-817c0142448c,Mesa,AZ,en-US,85217
69,2025-03-09 19:30:12,tablet,Android 13,Firefox,1.2.3,2130e5e8-8a97-40ec-a9d3-f8bf70c09cfb,Miami,FL,en-US,33173
70,2024-07-28 19:30:12,tablet,iOS 16,Chrome,2.0.0,00f877c4-c23a-4d85-a932-3e7cc7663046,Columbus,OH,en-US,43221
71,2024-06-15 19:30:12,tablet,Android 13,Chrome,1.3.0,05378700-5288-4fc0-b669-2a9174a3df20,Fresno,CA,en-US,93761
72,2025-04-23 19:30:12,desktop,Windows 10,Edge,3.0.0,c9999ff4-d95e-467a-a67a-d91e5043d12a,Miami,FL,en-US,33143
73,2025-09-26 19:30:12,mobile,Android 12,Chrome Mobile,1.3.0,8de9f62c-11ed-4a25-b25b-4a06e699da40,San Jose,CA,en-US,95104
74,2026-01-01 19:30:12,mobile,Android 13,Safari Mobile,2.3.5,799f6ff9-5ff2-49a5-99d5-4c92fbbf3ddc,Portland,OR,en-US,97281
75,2025-03-03 19:30:12,desktop,macOS 14,Safari,2.2.0,85144ac8-ec32-4894-9f50-4efb74589e69,San Francisco,CA,en-US,94119
76,2026-03-25 19:30:12,mobile,Android 13,Chrome Mobile,1.2.3,75d99b25-e91f-41f9-80d8-e62f899826d5,Sacramento,CA,en-US,95860
77,2025-12-24 19:30:12,desktop,Windows 11,Chrome,2.3.5,c05b8b51-e50f-4406-920f-403ec93f95cf,Dallas,TX,en-US,75319
78,2024-06-25 19:30:12,tablet,Android 13,Firefox,2.3.5,ac21f68c-df15-40ca-a4cc-189577cbb4f0,Austin,TX,en-US,78796
79,2023-08-07 19:30:12,tablet,Android 12,Safari,2.0.0,2380037a-a341-4abc-ba9b-3885ea47876e,Sacramento,CA,en-US,95863
80,2024-12-02 19:30:12,tablet,Android 13,Safari,2.0.0,6d394b23-eb51-48fb-9a8b-2624d0ac7020,San Francisco,CA,en-US,94135
81,2024-05-18 19:30:12,tablet,iOS 16,Safari,1.2.3,6a3de457-18cc-4231-bbc7-b11173210a52,Charlotte,NC,en-US,28250
82,2025-05-28 19:30:12,desktop,Windows 11,Chrome,2.2.0,3951442e-c915-465c-bbb0-d0c4318a7dc5,Portland,OR,en-US,97243
83,2023-08-25 19:30:12,tablet,iOS 16,Safari,2.2.0,21c5f68c-7303-40ad-80bd-88b84a50f36e,Memphis,TN,en-US,38199
84,2026-02-24 19:30:12,desktop,macOS 14,Safari,1.0.0,18cba49e-34a8-4b51-83ed-e7599cd736a2,Washington,DC,en-US,20039
85,2024-01-28 19:30:12,tablet,iPadOS 17,Chrome,1.3.0,12e2f744-0ecb-46bf-92bc-e920224ca3f8,Seattle,WA,en-US,98156
86,2023-07-16 19:30:12,mobile,Android 13,Firefox Mobile,2.2.0,e32b2b85-185a-4981-92c2-66170a9a5bd3,Austin,TX,en-US,78760
87,2025-07-18 19:30:12,desktop,Ubuntu 22.04,Chrome,2.2.0,d42f97a8-ee86-4340-a143-f731e1edcd9f,Raleigh,NC,en-US,27673
88,2026-02-09 19:30:12,mobile,Android 13,Chrome Mobile,2.3.5,f700a54c-575e-43c0-9c82-1f01e7280974,Jacksonville,FL,en-US,32111
89,2024-10-20 19:30:12,tablet,Android 12,Safari,2.3.5,59aa46f5-0eb8-4cda-a4b2-7a1d5a23aff6,Oklahoma City,OK,en-US,73144
90,2024-02-19 19:30:12,tablet,Android 13,Chrome,1.1.0,2f7f4a6d-4af4-4e46-963b-aff073433a8e,Albuquerque,NM,en-US,87103
91,2025-12-20 19:30:12,tablet,iPadOS 17,Firefox,1.1.0,6e2c4e65-a5cd-43bb-a2d0-02452edf4537,Chicago,IL,en-US,60697
92,2026-02-01 19:30:12,mobile,iOS 17,Safari Mobile,3.1.2,9004c301-dd14-4c9e-981e-8e1955498c11,San Jose,CA,en-US,95131
93,2025-07-21 19:30:12,tablet,iOS 16,Firefox,1.3.0,38aaaf9e-c004-4738-bd15-e7bdaf2a82ef,Atlanta,GA,en-US,30390
94,2024-10-28 19:30:12,tablet,iPadOS 17,Firefox,3.1.2,b09e59a7-dff4-4b8c-a8fa-c317290c3fa9,San Diego,CA,en-US,92121
95,2024-07-07 19:30:12,mobile,Android 14,Safari Mobile,2.0.0,314bddba-ebfd-4a9b-a6a3-8454809de42e,Omaha,NE,en-US,68187
96,2024-02-27 19:30:12,tablet,iPadOS 17,Safari,3.1.2,10fd9ca1-16a1-4461-afa4-d85ff9346113,San Francisco,CA,en-US,94114
97,2024-07-27 19:30:12,desktop,Ubuntu 22.04,Chrome,3.1.2,1a5efade-f31e-4aa2-94ef-40491c5b7301,Chicago,IL,en-US,60645
98,2023-11-10 19:30:12,desktop,macOS 13,Chrome,3.0.0,d2047a7d-b839-4ccd-83c0-abebaf4354f9,El Paso,TX,en-US,79902
99,2023-11-27 19:30:12,tablet,iOS 16,Chrome,2.1.1,42b00219-f046-46a4-8130-06e6d6ab966f,Atlanta,GA,en-US,30391
100,2025-05-27 19:30:12,tablet,iPadOS 17,Firefox,3.0.0,ce7ce4d2-fd8b-4388-8f45-53f661770f40,Seattle,WA,en-US,98179
101,2023-07-20 19:30:12,tablet,Android 13,Firefox,3.1.2,e4a37ec6-dd14-4d8a-8889-dfc1f81e34bf,Seattle,WA,en-US,98142
102,2024-11-19 19:30:12,mobile,Android 12,Samsung Internet,1.3.0,3d0f2b32-7ee0-44a2-9d2d-80230ebc144f,Atlanta,GA,en-US,30373
103,2024-02-19 19:30:12,tablet,iOS 16,Chrome,2.1.1,05ee754f-00ff-4c03-8164-3f4e73f83f26,Jacksonville,FL,en-US,32223
104,2025-01-26 19:30:12,tablet,Android 12,Chrome,2.0.0,6ad531e4-6e6a-4510-8d20-c3d8a1b1d630,Minneapolis,MN,en-US,55490
105,2024-09-17 19:30:12,desktop,Windows 10,Opera,1.3.0,4315bdc8-1775-4801-9393-a1190956bffb,Philadelphia,PA,en-US,19116
106,2023-12-25 19:30:12,tablet,iPadOS 17,Firefox,2.3.5,da9ff7ab-d82d-412c-86bb-91137b9274ef,Tucson,AZ,en-US,85758
107,2026-03-01 19:30:12,mobile,Android 12,Chrome Mobile,2.2.0,6c861177-4b2b-4064-9709-dd0c7e0a0080,San Francisco,CA,en-US,94140
108,2024-03-11 19:30:12,tablet,Android 12,Chrome,3.0.0,55e43ad7-2b1c-4045-bd28-1f62e1f9e96b,El Paso,TX,en-US,79946
109,2023-09-19 19:30:12,tablet,Android 12,Chrome,1.3.0,ee79489c-7a43-42c0-95fb-0358b96573db,San Diego,CA,en-US,92193
110,2025-03-07 19:30:12,tablet,iOS 16,Firefox,3.0.0,40442f41-9869-4a0b-a1c9-2ae3cda69c6b,Jacksonville,FL,en-US,32148
111,2025-01-17 19:30:12,desktop,macOS 14,Edge,3.1.2,2cc5ad65-f385-4afa-a6e5-ebb2a00c3a29,Sacramento,CA,en-US,95877
112,2024-09-03 19:30:12,mobile,iOS 17,Firefox Mobile,1.3.0,91c339eb-a11b-4045-8d15-b724ca6a7ca8,Boston,MA,en-US,2146
113,2024-07-25 19:30:12,mobile,Android 14,Chrome Mobile,2.0.0,ec92e5c9-e84e-4515-8eb4-c094293a2fa8,Chicago,IL,en-US,60607
114,2024-08-15 19:30:12,desktop,Windows 11,Safari,1.1.0,ac04d0cb-9544-4676-b718-b2e51e43826e,New York,NY,en-US,10294
115,2024-08-31 19:30:12,tablet,Android 13,Chrome,2.1.1,bb4402b9-9ca9-43d5-8a4a-ec7ddf3fbf74,Jacksonville,FL,en-US,32112
116,2024-11-04 19:30:12,tablet,iOS 16,Safari,2.2.0,abd0dd09-0bfd-4306-833e-8ba8f2000ff2,Tucson,AZ,en-US,85710
117,2025-12-17 19:30:12,mobile,iOS 17,Firefox Mobile,1.1.0,b1f12b0c-c618-461c-8ce3-0eefa33c5cdf,San Francisco,CA,en-US,94116
118,2023-12-05 19:30:12,desktop,Ubuntu 22.04,Opera,1.3.0,c6f292af-91a9-48ba-b087-46bfe2ccb007,Sacramento,CA,en-US,95849
119,2023-09-26 19:30:12,tablet,Android 12,Firefox,2.2.0,64911a3c-4838-44e0-9244-6af4118c030e,Nashville,TN,en-US,37237
120,2025-12-03 19:30:12,desktop,Windows 10,Firefox,1.3.0,9fda6ca5-9b6a-4a57-98b9-756f3017964c,Indianapolis,IN,en-US,46285
121,2025-10-21 19:30:12,mobile,iOS 17,Chrome Mobile,3.0.0,9c2ab1c8-24c3-4e3b-a4c9-088667c05a75,Phoenix,AZ,en-US,85021
122,2026-03-31 19:30:12,tablet,Android 13,Firefox,3.1.2,3d1a6c57-acd6-4e60-ab34-c6e82e3464c5,Albuquerque,NM,en-US,87138
123,2026-01-29 19:30:12,mobile,Android 12,Firefox Mobile,2.3.5,4e7a5cbb-61f1-4bc7-9b87-7cd9cf3244cc,Phoenix,AZ,en-US,85088
124,2024-12-13 19:30:12,tablet,iPadOS 17,Chrome,1.1.0,1ff27608-81ff-4f3f-a968-d15b77344fa1,Kansas City,MO,en-US,64129
125,2025-06-04 19:30:12,tablet,iPadOS 17,Safari,1.0.0,db2670b2-f60a-4f07-ba84-329e8dcad948,Austin,TX,en-US,78740
126,2024-08-22 19:30:12,tablet,iOS 16,Chrome,2.0.0,93eb9229-e3d6-49ca-8c56-7e2bdd361845,Louisville,KY,en-US,40235
127,2023-06-16 19:30:12,desktop,macOS 14,Safari,1.1.0,188b8ffe-c745-48a6-bf64-98ca0fc5d43d,Minneapolis,MN,en-US,55406
128,2023-11-03 19:30:12,desktop,macOS 13,Opera,2.0.0,bbf81756-a5ed-41cd-bdfc-3d8731c5ac28,Los Angeles,CA,en-US,90012
129,2024-12-23 19:30:12,desktop,Ubuntu 22.04,Opera,1.0.0,09bb540a-1da9-4903-9e07-fd1e0b7bd3d9,Seattle,WA,en-US,98174
130,2026-01-13 19:30:12,mobile,Android 13,Samsung Internet,2.0.0,dd4ea272-6505-4aa3-b634-69f4e2400419,Jacksonville,FL,en-US,32248
131,2023-10-26 19:30:12,desktop,macOS 14,Chrome,2.3.5,69769138-d27f-4adb-b77e-5cf2c4eadb72,Washington,DC,en-US,20053
132,2024-05-23 19:30:12,tablet,iOS 16,Safari,2.1.1,1bbbbecb-04c9-4d3a-847a-b06173ca9007,Portland,OR,en-US,97289
133,2023-06-26 19:30:12,tablet,Android 13,Firefox,1.0.0,bdb79faa-5bc0-4da5-9744-5b623b68ceff,Atlanta,GA,en-US,30312
134,2024-06-30 19:30:12,tablet,Android 12,Safari,2.2.0,b405b4f9-d82e-4364-937c-26545dc57f0d,Fresno,CA,en-US,93701
135,2023-09-02 19:30:12,tablet,iOS 16,Safari,3.0.0,15bb8a2c-0af3-47c2-86ea-4e8ad3e4b795,Boston,MA,en-US,2260
136,2023-06-20 19:30:12,desktop,macOS 14,Chrome,1.3.0,2d592df3-a9fa-4e4c-9645-53880f19a645,Seattle,WA,en-US,98171
137,2025-07-11 19:30:12,tablet,Android 13,Firefox,2.3.5,b093c80b-aaac-465f-8120-807e04c47469,San Diego,CA,en-US,92104
138,2024-12-01 19:30:12,desktop,Windows 11,Edge,3.0.0,33981ddd-1eb3-4aa1-a3ff-f18a8b2e34fa,New York,NY,en-US,10283
139,2023-12-22 19:30:12,mobile,iOS 17,Safari Mobile,2.3.5,6deda36b-b258-40c9-85c6-9a09d5e65ee4,San Diego,CA,en-US,92183
140,2025-05-25 19:30:12,tablet,Android 12,Firefox,2.0.0,b7ee148a-aa14-4688-8fea-be7e7634a25f,Portland,OR,en-US,97262
141,2023-08-12 19:30:12,mobile,Android 13,Chrome Mobile,2.2.0,0823a390-e047-438c-b8f2-9709c4497943,Fort Worth,TX,en-US,76177
142,2023-05-31 19:30:12,desktop,Windows 11,Chrome,2.0.0,e779b831-a6d5-4210-b48a-9e27a30e65ad,Portland,OR,en-US,97244
143,2023-06-01 19:30:12,tablet,iOS 16,Chrome,2.0.0,204b4ef0-f81b-4193-ade5-041b493130c1,Raleigh,NC,en-US,27675
144,2023-07-08 19:30:12,mobile,Android 13,Samsung Internet,2.1.1,43b52166-8949-49a1-8d9d-1d5b19e3e603,El Paso,TX,en-US,79971
145,2024-02-23 19:30:12,tablet,Android 12,Safari,1.3.0,636d6640-5bad-486f-bb36-4c3884d0d413,Omaha,NE,en-US,68150
146,2024-12-13 19:30:12,tablet,iOS 16,Chrome,2.3.5,86f7831d-8aa6-42c2-8842-e66b765fd2d9,Memphis,TN,en-US,38150
147,2025-05-29 19:30:12,tablet,iOS 16,Safari,3.0.0,93d26b4d-5be9-4515-919b-0c3b6b4bcfb6,Raleigh,NC,en-US,27643
148,2025-09-12 19:30:12,tablet,iOS 16,Firefox,2.3.5,3e35ac62-3f96-45d7-afa7-43f9ccd8a23c,New York,NY,en-US,10074
149,2023-12-18 19:30:12,desktop,Windows 11,Chrome,2.3.5,c8fc0a51-1882-43bb-8a06-d8498f6c3140,Indianapolis,IN,en-US,46244
150,2024-01-12 19:30:12,desktop,Windows 10,Edge,3.0.0,7b959010-e99b-43d5-b3af-1a0fb66503fa,Memphis,TN,en-US,38141
151,2023-07-11 19:30:12,desktop,Windows 10,Opera,1.1.0,64619cc2-2cd4-4dd2-96b9-36570c7959a6,San Francisco,CA,en-US,94181
152,2024-08-25 19:30:12,mobile,iOS 16,Samsung Internet,1.1.0,22672605-e23e-4a55-8745-db52657412d0,San Antonio,TX,en-US,78257
153,2025-04-30 19:30:12,desktop,macOS 13,Chrome,1.0.0,49b6371d-1aa5-4a6c-9532-1a794a7e2594,Oklahoma City,OK,en-US,73108
154,2024-08-13 19:30:12,tablet,Android 12,Chrome,1.2.3,246a4fbe-ce52-4953-a09c-aea0ed8765a5,San Francisco,CA,en-US,94168
155,2023-12-14 19:30:12,desktop,Windows 11,Firefox,1.2.3,5a37be5b-a189-4025-93cc-e46cb833368e,Philadelphia,PA,en-US,19140
156,2024-02-12 19:30:12,desktop,Windows 11,Safari,3.1.2,a0691f8c-3aa1-4c63-b769-17bf4620aaec,San Jose,CA,en-US,95130
157,2023-09-04 19:30:12,desktop,macOS 13,Safari,2.0.0,071162c6-4cf6-4622-98b8-e6eff92be3b6,New York,NY,en-US,10239
158,2024-08-24 19:30:12,desktop,Ubuntu 22.04,Firefox,1.1.0,5581ccfa-bb6e-4189-88e6-4aa3b68b7425,Milwaukee,WI,en-US,53245
159,2024-08-01 19:30:12,desktop,macOS 14,Edge,2.3.5,07017cb5-03d4-4fc7-9331-31aeedfc398f,Nashville,TN,en-US,37213
160,2024-02-08 19:30:12,tablet,iOS 16,Safari,2.2.0,1fe5ab4d-87d6-4a84-b26f-93c023b7cb97,Omaha,NE,en-US,68146
161,2024-08-08 19:30:12,desktop,macOS 13,Chrome,2.2.0,80a13ca0-1682-42eb-9b09-0a808cd257aa,Seattle,WA,en-US,98102
162,2025-12-26 19:30:12,desktop,macOS 14,Edge,1.3.0,9cb7564a-8c02-49af-809f-8c48bfc201b3,Minneapolis,MN,en-US,55446
163,2025-01-12 19:30:12,desktop,Windows 11,Opera,2.0.0,8114810a-35d4-4f9b-9fd6-9d2a28482c59,Dallas,TX,en-US,75361
164,2025-09-19 19:30:12,desktop,Windows 10,Edge,2.3.5,13877cda-8d17-4384-a8d8-1420d9549761,Chicago,IL,en-US,60675
165,2024-03-19 19:30:12,desktop,Windows 11,Chrome,2.0.0,30cf66e4-d4ed-46c7-a335-632ec9e115ce,Oklahoma City,OK,en-US,73196
166,2023-12-07 19:30:12,mobile,iOS 17,Chrome Mobile,3.0.0,00c33c18-5353-40ae-b96d-4261d0549c5f,Boston,MA,en-US,2236
167,2023-06-13 19:30:12,tablet,iPadOS 17,Chrome,2.3.5,ce06ca03-2a37-46e4-9651-0af46475f061,Denver,CO,en-US,80296
168,2024-05-12 19:30:12,mobile,Android 13,Safari Mobile,1.2.3,2718ad9b-691d-42ea-9137-f8159cb932a6,Charlotte,NC,en-US,28287
169,2024-01-13 19:30:12,desktop,macOS 13,Chrome,2.2.0,52d02e95-c7fa-4beb-b24a-2c2a62530a23,New York,NY,en-US,10136
170,2025-07-26 19:30:12,tablet,Android 12,Firefox,2.0.0,13188ea7-db18-49f8-96ed-b0c325eda202,Raleigh,NC,en-US,27649
171,2024-03-06 19:30:12,mobile,iOS 17,Samsung Internet,1.0.0,2f64468f-1e70-4d8a-bef1-58b70b9af483,Miami,FL,en-US,33172
172,2024-06-03 19:30:12,desktop,Windows 11,Chrome,2.3.5,7cb782fa-100b-4499-91b5-1ddecc7dc2d9,Nashville,TN,en-US,37242
173,2023-12-21 19:30:12,mobile,iOS 17,Safari Mobile,1.0.0,f4a1bee9-5c28-43c8-b72b-b493d1c459c0,Nashville,TN,en-US,37232
174,2025-08-11 19:30:12,mobile,iOS 17,Chrome Mobile,2.2.0,e0f19bc8-6630-4406-84e9-8410fb2ddfe7,Atlanta,GA,en-US,30348
